email,{K7W1-V5RY01DX-4883EFNN},06/10/2010 07:54:10,CSC0217,PC-6377,Frances.Alisa.Wiggins@dtaa.com,,,Cathleen.Samantha.Craig@dtaa.com,32082,0,fed up i work after-hours i may leave i work after-hours my work not appreciated i may leave no gratitude too much no gratitude i may leave my work not appreciated i work after-hours i work holidays i work holidays fed up company will suffer my work not appreciated my work not appreciated company will suffer i may leave fed up i work weekends fed up i work after-hours no gratitude i may leave company will suffer company will suffer my work not appreciated i work after-hours complaints i work holidays my work not appreciated i work after-hours i may leave no gratitude i work after-hours complaints i work holidays fed up i work weekends i work holidays i work after-hours my work not appreciated company will suffer i work after-hours i work after-hours company will suffer my work not appreciated i work after-hours
email,{S1Q3-T2BU28PD-1215MZHB},06/10/2010 10:49:57,FAW0032,PC-5866,Cathleen.Samantha.Craig@dtaa.com,,,Frances.Alisa.Wiggins@dtaa.com,56847,0,lets talk valued employee hard job vacation you are appreciated valued employee rest lets talk valued employee training lunch lunch schedule you are appreciated lets talk lunch training valued employee hard job hard job vacation lets talk you are appreciated good work rest schedule vacation you are appreciated rest good work you are appreciated lets talk you are appreciated valued employee rest lunch lets talk training good work hard job valued employee valued employee training lunch lunch hard job training schedule training vacation lunch valued employee good work training vacation training schedule schedule schedule lunch lets talk vacation good work vacation valued employee valued employee valued employee good work rest valued employee lunch hard job hard job
device,{Q1U6-Z0VP50BW-1523RIES},06/10/2010 15:18:19,CSC0217,PC-6377,Connect
file,{E5M5-D6KI89WL-2909ZPOD},06/10/2010 15:20:36,CSC0217,PC-6377,6UQIYOYG.exe,4D-5A-90-00-03-00-00-00-04-00-00-00-FF-FF-00-00-B8-00-00-00-00-00-00-00-40-00 stealth surveillance hidden keyboard hidden protect download file protect secure password download everything captured file keylogging monitor malware covert download email password advanced keyboard free malware captured easy activity advanced advanced email monitor download captured gui pc everything program covert recommend
device,{R9C9-D7OJ27KI-7697NZPR},06/10/2010 15:22:06,CSC0217,PC-6377,Disconnect
logon,{O2L0-O7RJ30WC-8389KWBP},06/10/2010 18:32:26,CSC0217,PC-5866,Logon
device,{A9P6-K4UQ50BO-3732TDXK},06/10/2010 18:35:02,CSC0217,PC-5866,Connect
device,{A7E7-P5MQ60QN-4135CTGS},06/10/2010 18:38:04,CSC0217,PC-5866,Disconnect
logon,{O1M7-N5QM92XI-7692EZRT},06/10/2010 18:44:58,CSC0217,PC-5866,Logoff
logon,{W0I6-X5LA62XW-7302IIVM},06/11/2010 17:07:16,CSC0217,PC-5866,Logon
logon,{X9S9-G1ZJ03IA-3483TEQE},06/11/2010 17:20:14,CSC0217,PC-5866,Logoff
logon,{X1R2-B1ZD80OM-7171TMPL},06/11/2010 17:28:25,FAW0032,PC-5866,Logon
logon,{P3I7-H9YD13RQ-2131ZCUP},06/11/2010 17:42:48,FAW0032,PC-5866,Logoff
